都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0歳の男性,0歳の女性,1歳の男性,1歳の女性,2歳の男性,2歳の女性,3歳の男性,3歳の女性,4歳の男性,4歳の女性,5歳の男性,5歳の女性,6歳の男性,6歳の女性,7歳の男性,7歳の女性,8歳の男性,8歳の女性,9歳の男性,9歳の女性,10歳の男性,10歳の女性,11歳の男性,11歳の女性,12歳の男性,12歳の女性,13歳の男性,13歳の女性,14歳の男性,14歳の女性,15歳の男性,15歳の女性,16歳の男性,16歳の女性,17歳の男性,17歳の女性,18歳の男性,18歳の女性,19歳の男性,19歳の女性,20歳の男性,20歳の女性,21歳の男性,21歳の女性,22歳の男性,22歳の女性,23歳の男性,23歳の女性,24歳の男性,24歳の女性,25歳の男性,25歳の女性,26歳の男性,26歳の女性,27歳の男性,27歳の女性,28歳の男性,28歳の女性,29歳の男性,29歳の女性,30歳の男性,30歳の女性,31歳の男性,31歳の女性,32歳の男性,32歳の女性,33歳の男性,33歳の女性,34歳の男性,34歳の女性,35歳の男性,35歳の女性,36歳の男性,36歳の女性,37歳の男性,37歳の女性,38歳の男性,38歳の女性,39歳の男性,39歳の女性,40歳の男性,40歳の女性,41歳の男性,41歳の女性,42歳の男性,42歳の女性,43歳の男性,43歳の女性,44歳の男性,44歳の女性,45歳の男性,45歳の女性,46歳の男性,46歳の女性,47歳の男性,47歳の女性,48歳の男性,48歳の女性,49歳の男性,49歳の女性,50歳の男性,50歳の女性,51歳の男性,51歳の女性,52歳の男性,52歳の女性,53歳の男性,53歳の女性,54歳の男性,54歳の女性,55歳の男性,55歳の女性,56歳の男性,56歳の女性,57歳の男性,57歳の女性,58歳の男性,58歳の女性,59歳の男性,59歳の女性,60歳の男性,60歳の女性,61歳の男性,61歳の女性,62歳の男性,62歳の女性,63歳の男性,63歳の女性,64歳の男性,64歳の女性,65歳の男性,65歳の女性,66歳の男性,66歳の女性,67歳の男性,67歳の女性,68歳の男性,68歳の女性,69歳の男性,69歳の女性,70歳の男性,70歳の女性,71歳の男性,71歳の女性,72歳の男性,72歳の女性,73歳の男性,73歳の女性,74歳の男性,74歳の女性,75歳の男性,75歳の女性,76歳の男性,76歳の女性,77歳の男性,77歳の女性,78歳の男性,78歳の女性,79歳の男性,79歳の女性,80歳の男性,80歳の女性,81歳の男性,81歳の女性,82歳の男性,82歳の女性,83歳の男性,83歳の女性,84歳の男性,84歳の女性,85歳の男性,85歳の女性,86歳の男性,86歳の女性,87歳の男性,87歳の女性,88歳の男性,88歳の女性,89歳の男性,89歳の女性,90歳の男性,90歳の女性,91歳の男性,91歳の女性,92歳の男性,92歳の女性,93歳の男性,93歳の女性,94歳の男性,94歳の女性,95歳の男性,95歳の女性,96歳の男性,96歳の女性,97歳の男性,97歳の女性,98歳の男性,98歳の女性,99歳の男性,99歳の女性,100歳の男性,100歳の女性,101歳の男性,101歳の女性,102歳の男性,102歳の女性,103歳の男性,103歳の女性,104歳の男性,104歳の女性,105歳以上の男性,105歳以上の女性,世帯数,備考
131199,466,東京都,板橋区,2022/12/31,赤塚六丁目,4308,2141,2167,10,12,15,15,13,17,13,15,14,13,15,18,12,13,13,17,19,12,14,13,11,16,14,12,13,17,13,17,14,19,15,14,9,15,14,24,19,18,16,28,23,18,23,25,27,25,51,29,36,42,37,32,31,41,34,45,38,40,44,36,39,39,40,36,22,29,35,38,32,28,31,31,31,26,27,19,30,23,29,31,27,31,21,27,22,24,28,24,37,17,26,23,34,25,32,31,33,42,41,34,29,33,34,36,40,31,28,46,47,30,50,31,17,25,41,34,42,25,29,29,25,29,28,19,33,25,26,21,27,35,19,19,20,20,21,20,18,14,22,15,18,18,24,24,14,18,37,18,22,22,17,13,18,21,9,16,10,19,8,15,13,24,12,17,12,11,13,15,13,14,13,18,8,14,11,14,8,15,5,18,8,9,2,12,1,8,1,1,4,6,3,3,4,1,0,4,0,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,2369,
131199,467,東京都,板橋区,2022/12/31,赤塚七丁目,3630,1816,1814,7,9,11,12,9,10,16,6,13,16,16,6,11,10,11,7,15,11,14,12,17,17,14,11,20,16,15,16,19,17,18,11,12,16,13,17,20,11,13,12,16,16,24,22,20,20,29,29,25,27,21,29,13,36,27,19,17,20,27,26,25,23,24,20,19,25,15,27,20,26,25,14,24,28,26,18,34,24,23,24,26,22,22,20,31,28,35,30,27,17,37,18,27,38,31,32,21,28,29,42,37,36,44,38,33,24,33,25,40,28,35,34,17,15,33,24,24,22,20,22,23,27,30,19,25,16,26,20,18,18,21,19,18,9,15,17,14,14,12,16,15,22,23,16,20,16,20,33,24,25,19,20,16,21,7,13,15,24,14,20,14,13,11,16,15,17,7,11,12,13,5,10,6,9,2,16,3,13,6,11,5,8,5,12,6,7,1,4,2,2,0,3,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1910,
131199,468,東京都,板橋区,2022/12/31,赤塚八丁目,1394,688,706,9,9,9,5,7,11,6,11,10,8,8,8,8,6,9,11,6,9,6,11,10,8,10,6,13,4,7,7,5,11,7,7,10,8,5,2,5,5,9,6,7,6,7,10,5,12,11,13,11,15,11,14,6,9,12,9,7,7,10,9,9,9,6,9,7,10,10,10,6,10,11,6,11,11,10,6,11,9,9,14,13,7,13,12,12,18,12,5,13,16,12,6,6,11,6,8,18,15,7,9,15,11,13,20,10,9,10,7,14,12,12,12,9,5,10,10,10,7,5,6,7,11,6,3,2,6,7,5,9,3,5,4,5,11,9,5,5,2,7,5,5,8,6,7,7,4,6,3,6,6,6,6,2,4,1,6,7,5,3,5,4,5,2,1,0,8,1,2,3,4,1,3,2,2,2,6,1,1,1,0,2,1,0,1,0,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,594,
131199,471,東京都,板橋区,2022/12/31,赤塚新町一丁目,1410,700,710,3,4,3,1,7,6,5,3,6,8,9,6,4,5,1,4,7,3,1,2,3,2,5,4,4,2,7,2,2,4,2,2,2,4,2,3,3,4,7,4,11,6,8,7,13,11,14,19,7,15,8,14,14,16,15,17,14,17,19,11,15,16,8,24,13,10,9,12,10,14,9,14,13,14,10,9,16,11,11,12,14,13,11,8,19,12,9,7,13,8,10,9,10,12,11,10,19,9,7,14,13,10,11,12,11,9,13,5,5,9,5,5,8,6,7,13,8,2,7,7,6,9,9,5,8,10,9,7,5,9,5,3,6,7,7,3,7,4,11,8,5,4,11,7,7,6,9,6,7,8,6,12,2,3,2,5,4,2,4,7,2,5,1,4,2,8,6,7,2,4,3,6,2,4,6,3,5,4,1,3,4,2,2,3,0,5,2,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,898,
131199,472,東京都,板橋区,2022/12/31,赤塚新町二丁目,2034,976,1058,5,6,7,13,7,5,12,5,9,12,10,3,7,3,5,10,5,5,4,2,5,1,6,6,7,5,0,4,2,2,6,9,5,4,8,6,8,10,10,18,12,9,7,16,7,17,19,16,14,31,11,15,18,27,21,15,15,22,22,29,29,21,21,23,22,27,11,16,18,17,16,20,18,13,17,13,17,16,17,17,12,23,13,20,13,11,17,7,20,15,9,11,16,17,21,16,15,17,13,13,15,5,19,13,16,17,11,11,13,12,14,12,10,10,15,8,14,12,6,11,14,10,14,10,10,8,9,9,14,13,9,10,4,12,10,10,7,17,13,7,16,14,8,10,7,12,10,9,8,8,17,13,4,12,4,2,11,5,5,5,6,12,8,7,6,6,1,3,5,2,3,4,3,8,1,5,1,2,2,8,0,5,0,9,1,10,0,2,1,2,1,2,0,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1267,
131199,473,東京都,板橋区,2022/12/31,赤塚新町三丁目,6174,3036,3138,25,20,19,28,21,28,18,24,22,23,30,25,19,25,23,22,30,15,16,20,23,9,23,19,25,15,23,15,23,23,28,11,14,13,20,16,14,19,28,20,25,24,26,21,29,29,25,36,30,42,35,39,43,32,38,40,27,51,52,51,49,60,39,47,43,56,42,53,52,41,49,55,46,42,41,43,49,47,53,49,46,39,44,38,54,45,49,40,51,53,56,46,51,57,56,52,52,54,43,38,46,46,43,43,57,38,42,35,53,41,49,44,34,34,39,52,40,56,33,31,39,25,43,31,35,36,28,33,35,43,28,31,29,30,29,38,39,33,37,30,43,42,36,47,32,33,45,46,40,55,43,36,32,30,18,29,18,31,32,25,23,25,30,42,9,25,19,19,12,11,17,21,13,18,6,29,11,18,11,15,6,10,9,14,2,18,4,8,5,7,1,10,0,5,2,3,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3275,
131199,481,東京都,板橋区,2022/12/31,四葉一丁目,2520,1338,1182,14,11,13,9,14,7,15,15,18,10,10,14,15,6,11,16,11,8,10,10,14,12,17,9,15,12,11,5,19,11,20,5,10,13,10,15,13,11,19,4,21,19,17,9,19,10,20,11,15,16,19,23,18,19,19,14,17,11,21,12,26,17,17,13,11,20,17,22,17,23,24,22,22,12,20,16,22,18,11,14,22,22,12,23,23,22,30,11,15,15,9,16,15,9,23,14,16,18,28,28,30,25,30,27,29,13,21,19,21,17,18,14,14,13,16,22,15,18,21,12,14,10,14,15,17,13,11,6,12,12,11,6,14,10,9,12,7,4,16,15,13,12,7,9,13,10,18,11,11,10,11,11,6,7,0,15,7,11,6,9,12,11,4,10,4,8,7,9,6,4,4,16,2,9,5,6,4,4,4,4,0,4,3,1,1,1,3,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,
131199,482,東京都,板橋区,2022/12/31,四葉二丁目,2327,1173,1154,7,1,3,14,9,4,10,12,7,10,13,9,9,10,12,8,13,8,9,14,13,9,14,15,18,12,7,12,14,11,11,15,8,28,12,21,17,16,14,18,22,18,21,13,20,13,22,13,13,14,15,16,14,5,17,9,10,12,10,7,14,16,11,22,13,6,13,10,11,15,7,14,22,15,10,16,14,15,15,15,13,13,19,16,16,21,11,9,15,17,22,17,20,14,18,18,16,23,26,23,34,28,28,20,22,32,28,21,17,23,27,15,19,15,25,15,17,18,13,9,23,18,16,14,14,14,12,11,15,9,9,10,5,11,9,7,14,6,13,2,12,13,11,6,7,10,15,4,7,15,5,10,9,8,4,11,3,8,6,7,5,8,5,8,10,5,3,4,5,7,3,4,4,7,3,6,1,4,2,5,0,6,1,0,0,2,1,7,1,5,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1003,
131199,490,東京都,板橋区,2022/12/31,大門,1182,573,609,2,5,6,2,3,3,7,2,5,5,3,3,8,7,5,8,2,6,6,7,6,4,11,9,7,9,7,6,6,3,6,4,4,10,4,5,12,9,6,3,9,3,4,6,7,2,4,6,7,7,6,1,4,8,9,7,5,3,7,5,7,6,6,8,6,6,4,1,4,7,5,8,5,4,7,5,10,15,14,7,4,8,2,8,7,8,7,6,6,11,8,13,14,11,12,10,13,11,15,12,17,9,11,12,13,6,7,11,8,8,17,10,7,8,15,9,6,13,10,9,12,7,8,8,6,5,9,3,5,5,3,5,7,11,5,5,3,9,4,2,1,5,6,8,7,6,6,9,8,7,2,5,2,3,2,5,4,2,2,2,1,8,2,4,4,1,1,2,2,3,1,5,3,4,2,8,3,4,1,5,2,6,0,3,2,5,1,4,0,1,1,2,0,4,0,2,0,3,0,2,0,2,0,0,0,0,0,0,0,1,0,0,533,
131199,501,東京都,板橋区,2022/12/31,三園一丁目,5677,3021,2656,15,10,20,8,17,11,19,18,22,12,23,25,21,28,11,22,33,23,38,16,26,19,26,36,32,31,25,27,19,27,28,20,18,26,29,33,22,32,26,21,41,41,42,31,39,44,41,43,51,38,43,43,46,45,44,39,51,36,42,36,51,32,35,24,38,33,56,27,36,30,34,22,36,25,35,24,28,29,33,37,51,27,48,31,49,35,48,31,50,40,51,44,43,57,45,45,56,48,65,67,74,56,68,53,60,51,49,38,70,52,65,44,47,28,50,49,43,29,40,42,42,29,45,27,32,20,30,22,30,28,30,23,32,29,29,17,28,17,20,26,26,21,26,11,28,13,22,31,23,29,20,30,23,24,14,13,21,18,18,27,17,24,14,22,18,20,11,18,12,12,8,17,10,17,8,17,4,10,4,10,2,7,0,8,4,6,2,7,1,8,1,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2967,
131199,502,東京都,板橋区,2022/12/31,三園二丁目,1105,567,538,2,3,4,6,3,3,7,6,4,3,2,5,3,2,2,4,1,7,6,7,1,8,5,6,6,2,2,3,5,5,4,2,5,4,5,3,6,1,2,4,9,8,3,6,8,7,8,11,18,9,8,6,7,10,8,8,8,8,7,9,4,10,9,5,11,6,8,9,7,5,7,4,9,11,9,5,7,7,8,3,10,10,8,4,8,6,9,8,4,4,6,9,8,8,12,7,14,6,10,6,12,7,15,12,12,8,8,5,12,4,3,7,5,5,8,3,14,9,5,3,2,5,4,5,4,5,5,5,5,3,6,5,6,4,10,4,5,6,5,5,7,7,8,4,7,4,7,5,8,10,7,5,5,5,1,11,7,5,3,8,6,5,8,9,1,5,2,3,4,3,2,4,1,4,2,7,3,3,1,2,0,7,1,3,0,1,1,3,1,2,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,630,
131199,511,東京都,板橋区,2022/12/31,成増一丁目,6890,3310,3580,33,20,21,20,18,21,16,27,17,26,14,24,19,21,22,23,36,28,23,26,30,29,25,23,23,24,31,34,30,32,21,12,32,28,20,26,18,26,22,35,27,27,27,23,39,42,46,41,29,44,41,46,57,57,49,68,53,55,48,60,55,48,37,59,45,55,47,56,63,45,58,52,49,50,57,50,55,49,56,61,43,44,47,46,61,50,37,54,54,55,49,56,41,57,70,68,60,74,69,65,54,61,79,79,60,52,57,47,58,73,57,59,42,38,58,52,54,46,37,52,35,56,42,45,36,54,51,33,38,32,23,30,28,31,36,31,37,36,32,43,32,25,37,46,36,25,32,42,36,48,41,27,29,27,16,14,26,30,25,29,23,26,20,29,9,19,18,24,10,24,9,19,11,13,9,17,8,12,4,16,4,11,2,10,7,10,6,3,2,5,0,5,1,5,1,3,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,3777,
131199,512,東京都,板橋区,2022/12/31,成増二丁目,5455,2586,2869,22,31,13,26,26,24,17,17,18,16,13,19,14,21,17,18,11,23,16,14,15,26,17,18,27,25,13,19,21,21,22,17,17,22,25,23,11,8,17,19,24,28,22,26,32,33,38,44,28,53,53,61,48,43,43,52,47,54,50,56,49,66,47,39,48,38,52,47,48,60,47,58,53,38,58,49,39,46,35,38,44,45,45,50,47,31,44,50,51,39,43,39,49,39,50,56,51,57,56,48,51,56,39,34,45,37,49,53,41,41,55,40,26,27,28,39,31,38,25,27,26,45,20,27,26,30,24,27,25,27,17,22,19,16,25,26,22,23,22,24,22,16,18,27,21,18,21,29,15,34,27,31,10,20,8,17,19,13,20,34,11,9,14,19,8,14,8,16,7,15,7,13,6,19,7,14,7,12,4,7,2,14,5,12,2,5,3,4,3,2,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3215,
131199,513,東京都,板橋区,2022/12/31,成増三丁目,7711,3767,3944,23,34,30,32,30,27,31,27,29,34,31,31,42,27,29,36,35,24,38,32,38,34,45,50,34,31,33,31,23,35,22,26,26,23,18,25,23,11,29,22,24,19,29,43,29,43,60,51,56,62,60,66,62,49,58,83,71,63,65,70,65,58,62,74,66,64,64,59,59,49,63,53,59,64,66,61,65,50,63,72,54,46,58,48,64,71,62,72,85,87,67,87,82,60,70,62,78,72,79,72,59,68,76,68,69,55,61,72,67,65,65,51,45,46,57,56,50,48,44,54,41,43,46,44,42,48,36,34,34,32,36,30,34,35,30,32,25,30,33,27,20,37,26,33,22,22,19,32,37,35,25,27,17,28,19,23,21,27,23,36,24,30,20,26,13,20,16,21,7,22,9,14,10,26,6,16,8,19,5,13,6,17,3,13,2,11,1,12,1,10,2,6,0,2,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4286,
131199,514,東京都,板橋区,2022/12/31,成増四丁目,5053,2579,2474,11,13,12,15,15,7,18,17,20,15,11,13,14,15,11,10,25,21,20,11,18,16,18,18,15,13,18,13,22,17,18,13,16,23,19,16,22,15,27,24,29,21,30,25,25,29,44,41,41,34,50,54,45,52,48,50,42,38,43,30,37,37,39,31,39,32,31,34,53,27,45,35,34,26,35,29,35,20,39,31,35,34,35,24,44,36,47,42,43,31,41,26,36,26,53,36,45,38,53,41,42,48,52,42,50,53,40,49,33,39,49,39,28,29,40,25,42,44,39,34,34,27,34,17,31,20,26,35,22,28,32,18,10,19,17,20,20,12,16,14,23,19,23,16,22,22,24,30,23,22,26,31,10,16,13,21,24,24,16,26,19,24,23,32,12,25,16,24,9,16,13,26,8,26,13,19,8,18,6,19,6,23,3,13,1,9,7,9,2,6,3,11,1,5,1,5,0,5,0,3,0,0,0,1,1,0,0,1,0,0,0,0,2937,
131199,515,東京都,板橋区,2022/12/31,成増五丁目,4617,2173,2444,14,13,24,22,17,13,22,20,23,14,21,18,27,22,16,16,20,20,15,15,26,14,32,21,14,12,21,15,26,15,21,22,19,21,15,18,21,27,14,16,24,25,19,31,26,28,21,29,22,30,26,28,22,35,34,32,30,32,37,30,39,31,35,40,25,32,26,33,31,35,33,27,28,23,28,31,35,27,28,29,19,25,28,36,31,28,27,37,37,32,29,33,27,34,27,28,33,32,32,34,44,36,29,31,25,34,23,30,34,30,31,21,26,23,27,40,31,28,24,29,25,23,16,20,22,27,23,24,22,21,22,21,14,17,13,20,25,40,30,28,19,24,28,36,19,32,30,23,34,32,30,36,17,23,16,19,18,40,15,33,23,31,27,21,12,27,20,24,21,34,16,31,8,28,14,22,4,28,9,14,6,14,1,6,5,14,6,7,0,8,2,3,0,3,0,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2475,
131199,521,東京都,板橋区,2022/12/31,徳丸一丁目,6798,3324,3474,23,18,27,20,17,20,22,23,24,18,14,21,25,19,24,22,24,22,24,19,25,21,33,20,20,27,22,33,23,19,23,18,24,16,22,19,23,26,24,25,40,36,32,37,35,50,51,73,54,68,65,65,65,61,61,65,59,55,43,64,47,52,62,55,54,50,51,49,42,36,46,47,42,36,38,47,55,56,48,45,66,56,47,51,40,42,55,46,45,44,56,41,43,56,43,43,48,58,64,45,44,53,57,34,56,40,63,51,36,42,44,49,29,27,46,42,33,37,45,36,47,38,43,36,40,28,37,32,28,35,31,31,34,49,24,32,38,30,39,44,38,27,29,38,36,42,47,44,40,33,35,44,24,26,22,24,30,40,24,37,25,32,29,38,34,28,17,27,17,28,17,29,8,37,16,27,11,23,10,28,15,15,6,21,6,10,7,16,1,13,2,5,1,9,0,4,2,2,1,4,0,2,0,0,0,0,0,0,0,0,0,0,3953,
131199,522,東京都,板橋区,2022/12/31,徳丸二丁目,4208,2039,2169,17,11,12,7,7,4,10,9,14,10,11,10,16,18,8,11,16,12,12,16,10,9,10,9,10,12,17,12,12,12,14,11,10,14,13,16,10,17,13,14,14,23,23,25,18,22,29,37,43,40,49,45,41,41,36,43,24,27,39,37,30,36,31,38,37,21,29,39,27,25,30,26,32,27,24,36,34,32,32,36,27,26,20,31,25,36,28,21,31,24,32,36,31,33,37,35,35,28,44,36,39,35,41,25,23,32,25,28,35,32,26,31,29,29,26,29,31,25,28,30,30,35,32,28,25,24,28,33,22,23,22,18,20,33,31,16,26,17,17,20,21,19,19,24,22,14,23,30,28,26,23,23,25,17,14,12,8,19,11,22,21,23,12,18,6,21,10,18,9,19,4,16,13,13,5,12,6,13,10,14,5,8,3,12,3,7,1,7,2,8,3,2,0,3,1,3,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2498,
131199,523,東京都,板橋区,2022/12/31,徳丸三丁目,7167,3495,3672,16,21,22,18,24,16,16,20,15,18,30,15,22,27,24,17,20,26,23,18,29,24,26,15,23,23,25,23,22,20,34,23,27,24,25,21,30,29,43,40,25,44,44,30,42,43,57,63,42,49,43,61,61,72,70,49,47,52,56,66,48,64,34,47,41,34,43,47,41,53,54,45,43,40,32,35,47,38,38,53,45,52,53,39,36,44,52,52,43,33,39,49,46,43,52,52,50,61,59,61,54,46,48,61,58,83,58,61,77,66,69,71,80,43,98,61,67,55,56,56,38,48,48,38,50,54,36,34,44,49,45,46,34,39,37,45,37,34,38,28,48,45,46,40,39,52,53,40,35,32,34,37,24,37,18,17,22,29,28,40,18,31,25,27,17,30,10,29,10,20,19,32,27,38,16,21,4,29,9,19,11,17,10,13,2,17,8,15,3,13,0,4,4,7,3,6,1,1,0,2,0,2,0,2,0,0,0,0,0,0,0,1,3855,
131199,524,東京都,板橋区,2022/12/31,徳丸四丁目,5574,2780,2794,33,24,24,17,25,29,21,22,21,20,26,23,21,33,31,22,28,33,29,33,33,29,32,30,38,27,31,29,37,31,33,32,26,32,30,18,22,22,26,24,26,28,26,19,35,34,26,22,42,30,29,36,30,34,33,38,25,36,18,32,42,40,26,38,33,37,42,38,41,32,39,47,37,44,44,43,45,42,51,42,49,47,62,47,51,55,46,38,41,50,47,49,49,44,54,46,40,48,68,46,48,44,44,56,54,36,34,34,54,35,45,40,33,33,42,31,38,57,37,20,26,36,38,31,35,29,26,23,21,17,24,20,16,22,22,24,18,22,20,12,20,25,29,16,22,25,21,30,19,21,25,35,13,16,13,19,21,20,20,20,22,31,15,19,7,29,11,21,11,19,17,21,13,17,11,7,9,12,5,10,5,10,5,13,3,4,2,6,2,2,0,3,0,4,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2647,
131199,525,東京都,板橋区,2022/12/31,徳丸五丁目,2449,1242,1207,9,11,16,9,14,13,16,19,13,20,17,10,15,16,20,16,9,12,14,9,11,19,10,13,14,12,15,12,11,20,12,11,15,16,8,8,13,8,12,14,19,9,12,15,7,13,16,13,15,15,10,10,11,15,10,10,19,16,10,12,17,13,23,20,20,11,15,21,13,13,15,18,21,22,15,22,18,14,21,19,21,17,16,19,21,15,24,18,21,22,24,10,26,27,21,14,22,14,13,18,18,21,25,23,12,13,21,16,20,16,27,14,11,13,18,15,17,18,18,19,8,12,17,15,16,15,14,13,17,5,13,11,10,13,9,11,5,6,12,8,12,9,11,7,18,11,15,10,9,8,6,12,4,7,5,7,5,7,7,12,11,14,6,9,4,8,9,9,5,9,5,4,6,12,2,9,3,2,2,4,3,3,2,3,0,3,1,0,2,3,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1075,
131199,526,東京都,板橋区,2022/12/31,徳丸六丁目,5318,2703,2615,11,19,26,23,18,16,15,20,22,21,28,27,25,19,31,13,17,20,29,24,24,25,25,29,28,25,37,31,28,25,28,27,15,30,20,27,31,26,28,20,26,26,25,22,35,30,27,22,31,44,24,29,36,29,34,45,27,39,30,28,32,29,33,35,29,37,34,39,40,34,35,30,33,30,35,32,37,42,41,33,45,32,40,30,41,44,34,35,36,29,37,36,39,30,48,40,50,53,62,44,58,52,44,44,48,33,48,54,50,39,49,40,52,36,46,49,42,29,41,28,41,33,35,28,43,32,34,39,35,32,29,26,20,30,29,23,27,29,36,22,20,14,23,21,29,25,29,25,24,32,38,27,11,24,17,14,12,16,17,17,15,16,12,17,16,17,11,10,9,14,9,23,10,18,5,10,4,8,5,18,3,9,3,10,6,8,1,9,2,4,0,7,1,4,2,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2512,
131199,527,東京都,板橋区,2022/12/31,徳丸七丁目,1824,931,893,13,6,6,9,8,5,13,12,12,4,5,12,7,6,8,6,12,14,11,5,11,9,9,7,10,6,13,5,9,10,9,3,9,14,10,6,6,8,12,11,7,6,11,14,8,8,14,8,12,5,12,14,9,7,6,13,17,5,11,9,10,11,17,14,13,10,17,11,15,17,11,15,10,10,11,14,9,7,12,13,11,21,12,7,22,16,16,14,18,20,17,18,14,17,21,15,14,9,11,17,17,18,18,15,18,13,11,15,11,8,13,14,10,13,11,14,17,13,10,10,15,8,8,9,12,14,12,12,12,9,7,7,7,10,7,7,6,9,9,13,10,6,7,7,14,13,10,12,14,11,7,10,7,6,9,2,3,7,3,7,8,6,4,5,5,6,3,5,3,6,0,3,1,5,1,5,1,1,1,3,6,2,0,5,1,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,837,
131199,528,東京都,板橋区,2022/12/31,徳丸八丁目,2118,1084,1034,6,4,5,9,8,7,6,9,6,6,12,6,15,6,12,8,11,10,10,9,13,12,15,15,16,15,11,11,15,9,19,15,14,14,13,12,9,15,17,13,24,9,10,10,12,15,19,13,5,12,12,11,9,10,15,9,11,7,6,4,7,7,10,15,17,11,13,11,13,9,14,16,16,12,19,7,14,12,13,19,18,11,13,17,23,22,17,18,17,24,19,18,13,18,20,10,14,19,22,32,15,26,24,22,18,28,25,13,17,18,24,21,14,15,25,17,20,15,13,16,15,11,19,14,6,8,6,6,13,10,9,11,7,10,12,8,12,8,12,13,7,14,15,5,9,13,11,10,7,13,7,7,5,4,5,7,14,6,4,7,2,3,5,6,3,4,3,2,2,4,4,4,2,4,3,5,1,0,1,3,0,2,0,1,0,3,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,
131199,530,東京都,板橋区,2022/12/31,東山町,3891,1896,1995,10,10,9,12,18,7,13,13,12,21,6,17,9,17,19,9,17,13,18,18,9,11,15,11,18,11,8,13,15,14,15,7,15,10,11,15,14,6,13,15,22,12,24,23,22,20,29,34,27,29,43,37,30,36,28,34,30,35,28,37,21,26,33,24,16,37,24,23,24,28,26,33,23,18,33,30,37,31,32,31,30,28,40,29,21,28,28,19,31,22,32,26,25,25,25,24,30,24,22,30,26,28,36,35,23,29,32,40,34,24,34,19,24,18,23,26,36,30,21,34,12,20,21,29,32,19,16,22,26,20,19,20,27,17,19,23,23,25,15,25,21,21,21,19,17,20,27,17,27,33,27,20,13,15,13,15,13,24,16,22,9,18,15,26,10,20,14,11,5,15,11,12,5,18,8,16,4,9,7,9,4,14,2,11,4,5,2,4,1,3,0,1,0,3,1,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2254,
131199,541,東京都,板橋区,2022/12/31,桜川一丁目,2662,1283,1379,9,5,9,3,10,11,13,12,12,5,11,11,13,13,11,7,12,9,16,9,11,10,6,13,11,5,12,16,14,14,7,7,11,14,12,5,6,14,11,7,11,15,13,13,23,24,14,19,21,22,24,36,19,37,21,28,29,24,18,22,29,30,18,21,15,23,17,24,14,20,28,17,11,25,17,17,27,17,17,27,15,14,23,21,22,20,26,10,21,16,15,25,22,19,17,20,24,26,25,21,15,18,21,16,22,29,24,22,18,16,18,18,14,14,16,17,15,13,14,21,12,10,11,14,12,16,18,11,25,10,11,9,11,11,13,9,9,12,19,11,9,5,8,13,10,12,11,9,11,26,11,13,2,12,3,9,6,7,12,11,6,8,13,11,7,12,6,9,6,8,5,4,4,4,4,6,4,7,2,10,4,9,1,5,2,4,3,4,1,4,1,2,0,5,0,4,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,1513,
131199,542,東京都,板橋区,2022/12/31,桜川二丁目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
