日付,人数,都道府県名,カテゴリ
2022-07-14,11666.0,茨城県,接種者数
2022-07-14,5091.0,長崎県,接種者数
2022-07-14,8743.0,長野県,接種者数
2022-07-14,4992.0,青森県,接種者数
2022-07-14,11045.0,静岡県,接種者数
2022-07-14,3500.0,香川県,接種者数
2022-07-14,2761.0,高知県,接種者数
2022-07-14,2204.0,鳥取県,接種者数
2022-07-14,7238.0,鹿児島県,接種者数
2022-07-15,7613.0,三重県,接種者数
2022-07-15,11944.0,京都府,接種者数
2022-07-15,4629.0,佐賀県,接種者数
2022-07-15,26572.0,兵庫県,接種者数
2022-07-15,25649.0,北海道,接種者数
2022-07-15,33089.0,千葉県,接種者数
2022-07-15,3933.0,和歌山県,接種者数
2022-07-15,38719.0,埼玉県,接種者数
2022-07-15,6265.0,大分県,接種者数
2022-07-15,46723.0,大阪府,接種者数
2022-07-15,6538.0,奈良県,接種者数
2022-07-15,12727.0,宮城県,接種者数
2022-07-15,4798.0,宮崎県,接種者数
2022-07-15,7013.0,富山県,接種者数
2022-07-15,8086.0,山口県,接種者数
2022-07-15,4656.0,山形県,接種者数
2022-07-15,3313.0,山梨県,接種者数
2022-07-15,11801.0,岐阜県,接種者数
2022-07-15,8933.0,岡山県,接種者数
2022-07-15,6697.0,岩手県,接種者数
2022-07-15,2842.0,島根県,接種者数
2022-07-15,14638.0,広島県,接種者数
2022-07-15,3519.0,徳島県,接種者数
2022-07-15,7849.0,愛媛県,接種者数
2022-07-15,40908.0,愛知県,接種者数
2022-07-15,8204.0,新潟県,接種者数
2022-07-15,83480.0,東京都,接種者数
2022-07-15,12091.0,栃木県,接種者数
2022-07-15,4307.0,沖縄県,接種者数
2022-07-15,7199.0,滋賀県,接種者数
2022-07-15,8715.0,熊本県,接種者数
2022-07-15,5145.0,石川県,接種者数
2022-07-15,49105.0,神奈川県,接種者数
2022-07-15,3837.0,福井県,接種者数
2022-07-15,26159.0,福岡県,接種者数
2022-07-15,10262.0,福島県,接種者数
2022-07-15,2229.0,秋田県,接種者数
2022-07-15,11082.0,群馬県,接種者数
2022-07-15,17935.0,茨城県,接種者数
2022-07-15,7054.0,長崎県,接種者数
2022-07-15,12240.0,長野県,接種者数
2022-07-15,6054.0,青森県,接種者数
2022-07-15,19428.0,静岡県,接種者数
2022-07-15,5533.0,香川県,接種者数
2022-07-15,2999.0,高知県,接種者数
2022-07-15,2691.0,鳥取県,接種者数
2022-07-15,8801.0,鹿児島県,接種者数
2022-07-16,11506.0,三重県,接種者数
2022-07-16,15315.0,京都府,接種者数
2022-07-16,3996.0,佐賀県,接種者数
2022-07-16,31372.0,兵庫県,接種者数
2022-07-16,14643.0,北海道,接種者数
2022-07-16,33907.0,千葉県,接種者数
2022-07-16,4296.0,和歌山県,接種者数
2022-07-16,39439.0,埼玉県,接種者数
2022-07-16,4855.0,大分県,接種者数
2022-07-16,47729.0,大阪府,接種者数
2022-07-16,11171.0,奈良県,接種者数
2022-07-16,13562.0,宮城県,接種者数
2022-07-16,3690.0,宮崎県,接種者数
2022-07-16,7094.0,富山県,接種者数
2022-07-16,7737.0,山口県,接種者数
2022-07-16,4934.0,山形県,接種者数
2022-07-16,4938.0,山梨県,接種者数
2022-07-16,15759.0,岐阜県,接種者数
2022-07-16,8646.0,岡山県,接種者数
2022-07-16,5383.0,岩手県,接種者数
2022-07-16,1833.0,島根県,接種者数
2022-07-16,14744.0,広島県,接種者数
2022-07-16,3775.0,徳島県,接種者数
2022-07-16,7230.0,愛媛県,接種者数
2022-07-16,41527.0,愛知県,接種者数
2022-07-16,12016.0,新潟県,接種者数
2022-07-16,81098.0,東京都,接種者数
2022-07-16,12972.0,栃木県,接種者数
2022-07-16,7712.0,沖縄県,接種者数
2022-07-16,7748.0,滋賀県,接種者数
2022-07-16,6548.0,熊本県,接種者数
2022-07-16,5592.0,石川県,接種者数
2022-07-16,53376.0,神奈川県,接種者数
2022-07-16,3873.0,福井県,接種者数
2022-07-16,27381.0,福岡県,接種者数
2022-07-16,8701.0,福島県,接種者数
2022-07-16,4535.0,秋田県,接種者数
2022-07-16,7796.0,群馬県,接種者数
2022-07-16,16213.0,茨城県,接種者数
2022-07-16,5591.0,長崎県,接種者数
2022-07-16,14696.0,長野県,接種者数
2022-07-16,6977.0,青森県,接種者数
2022-07-16,18272.0,静岡県,接種者数
2022-07-16,5800.0,香川県,接種者数
2022-07-16,2932.0,高知県,接種者数
2022-07-16,4961.0,鳥取県,接種者数
2022-07-16,7448.0,鹿児島県,接種者数
2022-07-17,5119.0,三重県,接種者数
2022-07-17,7935.0,京都府,接種者数
2022-07-17,1911.0,佐賀県,接種者数
2022-07-17,15901.0,兵庫県,接種者数
2022-07-17,5628.0,北海道,接種者数
2022-07-17,21478.0,千葉県,接種者数
2022-07-17,3490.0,和歌山県,接種者数
2022-07-17,16905.0,埼玉県,接種者数
2022-07-17,2124.0,大分県,接種者数
2022-07-17,18238.0,大阪府,接種者数
2022-07-17,5618.0,奈良県,接種者数
2022-07-17,9778.0,宮城県,接種者数
2022-07-17,381.0,宮崎県,接種者数
2022-07-17,2478.0,富山県,接種者数
2022-07-17,1364.0,山口県,接種者数
2022-07-17,2469.0,山形県,接種者数
2022-07-17,3265.0,山梨県,接種者数
2022-07-17,8608.0,岐阜県,接種者数
2022-07-17,1162.0,岡山県,接種者数
2022-07-17,1664.0,岩手県,接種者数
2022-07-17,952.0,島根県,接種者数
2022-07-17,4594.0,広島県,接種者数
2022-07-17,1649.0,徳島県,接種者数
2022-07-17,3844.0,愛媛県,接種者数
2022-07-17,9756.0,愛知県,接種者数
2022-07-17,4112.0,新潟県,接種者数
2022-07-17,50436.0,東京都,接種者数
2022-07-17,6264.0,栃木県,接種者数
2022-07-17,4403.0,沖縄県,接種者数
2022-07-17,2578.0,滋賀県,接種者数
2022-07-17,2270.0,熊本県,接種者数
2022-07-17,1827.0,石川県,接種者数
2022-07-17,25238.0,神奈川県,接種者数
2022-07-17,894.0,福井県,接種者数
2022-07-17,15606.0,福岡県,接種者数
2022-07-17,3071.0,福島県,接種者数
2022-07-17,2610.0,秋田県,接種者数
2022-07-17,1909.0,群馬県,接種者数
2022-07-17,5007.0,茨城県,接種者数
2022-07-17,4420.0,長崎県,接種者数
2022-07-17,6781.0,長野県,接種者数
2022-07-17,2257.0,青森県,接種者数
2022-07-17,8827.0,静岡県,接種者数
2022-07-17,1136.0,香川県,接種者数
2022-07-17,2036.0,高知県,接種者数
2022-07-17,997.0,鳥取県,接種者数
2022-07-17,2050.0,鹿児島県,接種者数
2022-07-18,863.0,三重県,接種者数
2022-07-18,1489.0,京都府,接種者数
2022-07-18,240.0,佐賀県,接種者数
2022-07-18,6632.0,兵庫県,接種者数
2022-07-18,2616.0,北海道,接種者数
2022-07-18,7055.0,千葉県,接種者数
2022-07-18,599.0,和歌山県,接種者数
2022-07-18,5105.0,埼玉県,接種者数
2022-07-18,1101.0,大分県,接種者数
2022-07-18,8831.0,大阪府,接種者数
2022-07-18,1345.0,奈良県,接種者数
2022-07-18,2659.0,宮城県,接種者数
2022-07-18,88.0,宮崎県,接種者数
2022-07-18,489.0,富山県,接種者数
2022-07-18,377.0,山口県,接種者数
2022-07-18,705.0,山形県,接種者数
2022-07-18,699.0,山梨県,接種者数
2022-07-18,2116.0,岐阜県,接種者数
2022-07-18,648.0,岡山県,接種者数
2022-07-18,87.0,岩手県,接種者数
2022-07-18,10.0,島根県,接種者数
2022-07-18,2071.0,広島県,接種者数
2022-07-18,109.0,徳島県,接種者数
2022-07-18,910.0,愛媛県,接種者数
2022-07-18,2511.0,愛知県,接種者数
2022-07-18,1882.0,新潟県,接種者数
2022-07-18,18298.0,東京都,接種者数
2022-07-18,521.0,栃木県,接種者数
2022-07-18,780.0,沖縄県,接種者数
2022-07-18,1883.0,滋賀県,接種者数
2022-07-18,736.0,熊本県,接種者数
2022-07-18,719.0,石川県,接種者数
2022-07-18,11313.0,神奈川県,接種者数
2022-07-18,13.0,福井県,接種者数
2022-07-18,4038.0,福岡県,接種者数
2022-07-18,3002.0,福島県,接種者数
2022-07-18,109.0,秋田県,接種者数
2022-07-18,858.0,群馬県,接種者数
2022-07-18,2685.0,茨城県,接種者数
2022-07-18,654.0,長崎県,接種者数
2022-07-18,2143.0,長野県,接種者数
2022-07-18,550.0,青森県,接種者数
2022-07-18,2121.0,静岡県,接種者数
2022-07-18,6.0,香川県,接種者数
2022-07-18,356.0,高知県,接種者数
2022-07-18,49.0,鳥取県,接種者数
2022-07-18,934.0,鹿児島県,接種者数
2022-07-19,6793.0,三重県,接種者数
2022-07-19,10645.0,京都府,接種者数
2022-07-19,3891.0,佐賀県,接種者数
2022-07-19,20760.0,兵庫県,接種者数
2022-07-19,25401.0,北海道,接種者数
2022-07-19,29588.0,千葉県,接種者数
2022-07-19,3445.0,和歌山県,接種者数
2022-07-19,37316.0,埼玉県,接種者数
2022-07-19,6849.0,大分県,接種者数
2022-07-19,35487.0,大阪府,接種者数
2022-07-19,6182.0,奈良県,接種者数
2022-07-19,12286.0,宮城県,接種者数
2022-07-19,5203.0,宮崎県,接種者数
2022-07-19,5565.0,富山県,接種者数
2022-07-19,5881.0,山口県,接種者数
2022-07-19,4732.0,山形県,接種者数
2022-07-19,3563.0,山梨県,接種者数
2022-07-19,9853.0,岐阜県,接種者数
2022-07-19,6990.0,岡山県,接種者数
2022-07-19,6755.0,岩手県,接種者数
2022-07-19,2677.0,島根県,接種者数
2022-07-19,10675.0,広島県,接種者数
2022-07-19,3668.0,徳島県,接種者数
2022-07-19,7335.0,愛媛県,接種者数
2022-07-19,31040.0,愛知県,接種者数
2022-07-19,9461.0,新潟県,接種者数
2022-07-19,67079.0,東京都,接種者数
2022-07-19,9850.0,栃木県,接種者数
2022-07-19,3286.0,沖縄県,接種者数
2022-07-19,5397.0,滋賀県,接種者数
2022-07-19,9333.0,熊本県,接種者数
2022-07-19,4646.0,石川県,接種者数
2022-07-19,41369.0,神奈川県,接種者数
2022-07-19,2858.0,福井県,接種者数
2022-07-19,23568.0,福岡県,接種者数
2022-07-19,10528.0,福島県,接種者数
2022-07-19,1977.0,秋田県,接種者数
2022-07-19,11006.0,群馬県,接種者数
2022-07-19,16989.0,茨城県,接種者数
2022-07-19,6844.0,長崎県,接種者数
2022-07-19,12050.0,長野県,接種者数
2022-07-19,5892.0,青森県,接種者数
2022-07-19,15412.0,静岡県,接種者数
2022-07-19,4775.0,香川県,接種者数
2022-07-19,3983.0,高知県,接種者数
2022-07-19,2361.0,鳥取県,接種者数
2022-07-19,8677.0,鹿児島県,接種者数
2022-07-20,6975.0,三重県,接種者数
2022-07-20,10582.0,京都府,接種者数
2022-07-20,4196.0,佐賀県,接種者数
2022-07-20,23800.0,兵庫県,接種者数
2022-07-20,28664.0,北海道,接種者数
2022-07-20,29017.0,千葉県,接種者数
2022-07-20,3797.0,和歌山県,接種者数
2022-07-20,34431.0,埼玉県,接種者数
2022-07-20,6289.0,大分県,接種者数
2022-07-20,36792.0,大阪府,接種者数
2022-07-20,5748.0,奈良県,接種者数
2022-07-20,10941.0,宮城県,接種者数
2022-07-20,5057.0,宮崎県,接種者数
2022-07-20,5358.0,富山県,接種者数
2022-07-20,8519.0,山口県,接種者数
2022-07-20,4112.0,山形県,接種者数
2022-07-20,2986.0,山梨県,接種者数
2022-07-20,11951.0,岐阜県,接種者数
2022-07-20,7324.0,岡山県,接種者数
2022-07-20,5752.0,岩手県,接種者数
2022-07-20,2182.0,島根県,接種者数
2022-07-20,12647.0,広島県,接種者数
2022-07-20,3611.0,徳島県,接種者数
2022-07-20,7749.0,愛媛県,接種者数
2022-07-20,28778.0,愛知県,接種者数
2022-07-20,9425.0,新潟県,接種者数
2022-07-20,68353.0,東京都,接種者数
2022-07-20,10447.0,栃木県,接種者数
2022-07-20,4381.0,沖縄県,接種者数
2022-07-20,5971.0,滋賀県,接種者数
2022-07-20,9854.0,熊本県,接種者数
2022-07-20,5146.0,石川県,接種者数
2022-07-20,43157.0,神奈川県,接種者数
2022-07-20,3079.0,福井県,接種者数
2022-07-20,26193.0,福岡県,接種者数
2022-07-20,9617.0,福島県,接種者数
2022-07-20,2315.0,秋田県,接種者数
2022-07-20,9612.0,群馬県,接種者数
2022-07-20,16093.0,茨城県,接種者数
2022-07-20,7292.0,長崎県,接種者数
2022-07-20,11557.0,長野県,接種者数
2022-07-20,6118.0,青森県,接種者数
2022-07-20,18625.0,静岡県,接種者数
2022-07-20,4172.0,香川県,接種者数
2022-07-20,3502.0,高知県,接種者数
2022-07-20,2221.0,鳥取県,接種者数
2022-07-20,9274.0,鹿児島県,接種者数
2022-07-21,6077.0,三重県,接種者数
2022-07-21,9308.0,京都府,接種者数
2022-07-21,3978.0,佐賀県,接種者数
2022-07-21,22667.0,兵庫県,接種者数
2022-07-21,28044.0,北海道,接種者数
2022-07-21,25421.0,千葉県,接種者数
2022-07-21,2771.0,和歌山県,接種者数
2022-07-21,33028.0,埼玉県,接種者数
2022-07-21,5152.0,大分県,接種者数
2022-07-21,33688.0,大阪府,接種者数
2022-07-21,7039.0,奈良県,接種者数
2022-07-21,11559.0,宮城県,接種者数
2022-07-21,5580.0,宮崎県,接種者数
2022-07-21,4748.0,富山県,接種者数
2022-07-21,6379.0,山口県,接種者数
2022-07-21,5072.0,山形県,接種者数
2022-07-21,3413.0,山梨県,接種者数
2022-07-21,10037.0,岐阜県,接種者数
2022-07-21,7320.0,岡山県,接種者数
2022-07-21,6785.0,岩手県,接種者数
2022-07-21,2410.0,島根県,接種者数
2022-07-21,11411.0,広島県,接種者数
2022-07-21,3271.0,徳島県,接種者数
2022-07-21,8472.0,愛媛県,接種者数
2022-07-21,28966.0,愛知県,接種者数
2022-07-21,8626.0,新潟県,接種者数
2022-07-21,65649.0,東京都,接種者数
2022-07-21,9720.0,栃木県,接種者数
2022-07-21,4816.0,沖縄県,接種者数
2022-07-21,5779.0,滋賀県,接種者数
2022-07-21,10118.0,熊本県,接種者数
2022-07-21,4535.0,石川県,接種者数
2022-07-21,38999.0,神奈川県,接種者数
2022-07-21,3517.0,福井県,接種者数
2022-07-21,26953.0,福岡県,接種者数
2022-07-21,10686.0,福島県,接種者数
2022-07-21,3146.0,秋田県,接種者数
2022-07-21,9451.0,群馬県,接種者数
2022-07-21,15348.0,茨城県,接種者数
2022-07-21,7423.0,長崎県,接種者数
2022-07-21,11083.0,長野県,接種者数
2022-07-21,6506.0,青森県,接種者数
2022-07-21,15644.0,静岡県,接種者数
2022-07-21,3942.0,香川県,接種者数
2022-07-21,4383.0,高知県,接種者数
2022-07-21,2101.0,鳥取県,接種者数
2022-07-21,8276.0,鹿児島県,接種者数
2022-07-22,10161.0,三重県,接種者数
2022-07-22,14510.0,京都府,接種者数
2022-07-22,6456.0,佐賀県,接種者数
2022-07-22,30300.0,兵庫県,接種者数
2022-07-22,35787.0,北海道,接種者数
2022-07-22,40669.0,千葉県,接種者数
2022-07-22,5526.0,和歌山県,接種者数
2022-07-22,48613.0,埼玉県,接種者数
2022-07-22,8256.0,大分県,接種者数
2022-07-22,54782.0,大阪府,接種者数
2022-07-22,8013.0,奈良県,接種者数
2022-07-22,14916.0,宮城県,接種者数
2022-07-22,6421.0,宮崎県,接種者数
2022-07-22,7818.0,富山県,接種者数
2022-07-22,11166.0,山口県,接種者数
2022-07-22,5987.0,山形県,接種者数
2022-07-22,4340.0,山梨県,接種者数
2022-07-22,13962.0,岐阜県,接種者数
2022-07-22,11930.0,岡山県,接種者数
2022-07-22,8310.0,岩手県,接種者数
2022-07-22,3463.0,島根県,接種者数
2022-07-22,18661.0,広島県,接種者数
2022-07-22,4848.0,徳島県,接種者数
2022-07-22,9360.0,愛媛県,接種者数
2022-07-22,47374.0,愛知県,接種者数
2022-07-22,11677.0,新潟県,接種者数
2022-07-22,94104.0,東京都,接種者数
2022-07-22,14760.0,栃木県,接種者数
2022-07-22,4955.0,沖縄県,接種者数
2022-07-22,8653.0,滋賀県,接種者数
2022-07-22,11429.0,熊本県,接種者数
2022-07-22,6296.0,石川県,接種者数
2022-07-22,62577.0,神奈川県,接種者数
2022-07-22,5486.0,福井県,接種者数
2022-07-22,33840.0,福岡県,接種者数
2022-07-22,12706.0,福島県,接種者数
2022-07-22,2936.0,秋田県,接種者数
2022-07-22,12741.0,群馬県,接種者数
2022-07-22,20816.0,茨城県,接種者数
2022-07-22,9591.0,長崎県,接種者数
2022-07-22,15921.0,長野県,接種者数
2022-07-22,7537.0,青森県,接種者数
2022-07-22,24251.0,静岡県,接種者数
2022-07-22,6299.0,香川県,接種者数
2022-07-22,4113.0,高知県,接種者数
2022-07-22,3334.0,鳥取県,接種者数
2022-07-22,10838.0,鹿児島県,接種者数
2022-07-23,14728.0,三重県,接種者数
2022-07-23,18416.0,京都府,接種者数
2022-07-23,4774.0,佐賀県,接種者数
2022-07-23,38248.0,兵庫県,接種者数
2022-07-23,28883.0,北海道,接種者数
2022-07-23,39588.0,千葉県,接種者数
2022-07-23,6739.0,和歌山県,接種者数
2022-07-23,49414.0,埼玉県,接種者数
2022-07-23,5546.0,大分県,接種者数
2022-07-23,57564.0,大阪府,接種者数
2022-07-23,10655.0,奈良県,接種者数
2022-07-23,18037.0,宮城県,接種者数
2022-07-23,3306.0,宮崎県,接種者数
2022-07-23,6285.0,富山県,接種者数
2022-07-23,7345.0,山口県,接種者数
2022-07-23,7664.0,山形県,接種者数
2022-07-23,7556.0,山梨県,接種者数
2022-07-23,18267.0,岐阜県,接種者数
2022-07-23,12618.0,岡山県,接種者数
2022-07-23,7490.0,岩手県,接種者数
2022-07-23,3003.0,島根県,接種者数
2022-07-23,19048.0,広島県,接種者数
2022-07-23,4686.0,徳島県,接種者数
2022-07-23,11038.0,愛媛県,接種者数
2022-07-23,48202.0,愛知県,接種者数
2022-07-23,12789.0,新潟県,接種者数
2022-07-23,87740.0,東京都,接種者数
2022-07-23,14102.0,栃木県,接種者数
2022-07-23,8438.0,沖縄県,接種者数
2022-07-23,10702.0,滋賀県,接種者数
2022-07-23,8126.0,熊本県,接種者数
2022-07-23,7069.0,石川県,接種者数
2022-07-23,67748.0,神奈川県,接種者数
2022-07-23,4503.0,福井県,接種者数
2022-07-23,32250.0,福岡県,接種者数
2022-07-23,10336.0,福島県,接種者数
2022-07-23,5866.0,秋田県,接種者数
2022-07-23,10190.0,群馬県,接種者数
2022-07-23,19192.0,茨城県,接種者数
2022-07-23,8725.0,長崎県,接種者数
2022-07-23,18538.0,長野県,接種者数
2022-07-23,7245.0,青森県,接種者数
2022-07-23,23621.0,静岡県,接種者数
2022-07-23,5474.0,香川県,接種者数
2022-07-23,3919.0,高知県,接種者数
2022-07-23,5341.0,鳥取県,接種者数
2022-07-23,9560.0,鹿児島県,接種者数
2022-07-24,7080.0,三重県,接種者数
2022-07-24,16518.0,京都府,接種者数
2022-07-24,1565.0,佐賀県,接種者数
2022-07-24,21933.0,兵庫県,接種者数
2022-07-24,18446.0,北海道,接種者数
2022-07-24,26556.0,千葉県,接種者数
2022-07-24,4856.0,和歌山県,接種者数
2022-07-24,21569.0,埼玉県,接種者数
2022-07-24,2456.0,大分県,接種者数
2022-07-24,23221.0,大阪府,接種者数
2022-07-24,6344.0,奈良県,接種者数
2022-07-24,14361.0,宮城県,接種者数
2022-07-24,910.0,宮崎県,接種者数
2022-07-24,3369.0,富山県,接種者数
2022-07-24,1750.0,山口県,接種者数
2022-07-24,4514.0,山形県,接種者数
2022-07-24,6767.0,山梨県,接種者数
2022-07-24,11835.0,岐阜県,接種者数
2022-07-24,3292.0,岡山県,接種者数
2022-07-24,3706.0,岩手県,接種者数
2022-07-24,642.0,島根県,接種者数
2022-07-24,9066.0,広島県,接種者数
2022-07-24,2076.0,徳島県,接種者数
2022-07-24,6800.0,愛媛県,接種者数
2022-07-24,15544.0,愛知県,接種者数
2022-07-24,10279.0,新潟県,接種者数
2022-07-24,53800.0,東京都,接種者数
2022-07-24,8509.0,栃木県,接種者数
2022-07-24,5250.0,沖縄県,接種者数
2022-07-24,4187.0,滋賀県,接種者数
2022-07-24,2819.0,熊本県,接種者数
2022-07-24,2622.0,石川県,接種者数
2022-07-24,28936.0,神奈川県,接種者数
2022-07-24,1442.0,福井県,接種者数
2022-07-24,20531.0,福岡県,接種者数
2022-07-24,6003.0,福島県,接種者数
2022-07-24,3638.0,秋田県,接種者数
2022-07-24,3840.0,群馬県,接種者数
2022-07-24,7081.0,茨城県,接種者数
2022-07-24,6795.0,長崎県,接種者数
2022-07-24,10473.0,長野県,接種者数
2022-07-24,4303.0,青森県,接種者数
2022-07-24,13021.0,静岡県,接種者数
2022-07-24,1430.0,香川県,接種者数
2022-07-24,4340.0,高知県,接種者数
2022-07-24,2230.0,鳥取県,接種者数
2022-07-24,3354.0,鹿児島県,接種者数
2022-07-25,7946.0,三重県,接種者数
2022-07-25,11478.0,京都府,接種者数
2022-07-25,3749.0,佐賀県,接種者数
2022-07-25,25994.0,兵庫県,接種者数
2022-07-25,29334.0,北海道,接種者数
2022-07-25,29302.0,千葉県,接種者数
2022-07-25,4766.0,和歌山県,接種者数
2022-07-25,39138.0,埼玉県,接種者数
2022-07-25,6445.0,大分県,接種者数
2022-07-25,41446.0,大阪府,接種者数
2022-07-25,6932.0,奈良県,接種者数
2022-07-25,11708.0,宮城県,接種者数
2022-07-25,5231.0,宮崎県,接種者数
2022-07-25,5810.0,富山県,接種者数
2022-07-25,9394.0,山口県,接種者数
2022-07-25,5204.0,山形県,接種者数
2022-07-25,3246.0,山梨県,接種者数
2022-07-25,11685.0,岐阜県,接種者数
2022-07-25,9014.0,岡山県,接種者数
2022-07-25,6965.0,岩手県,接種者数
2022-07-25,2994.0,島根県,接種者数
2022-07-25,13425.0,広島県,接種者数
2022-07-25,4512.0,徳島県,接種者数
2022-07-25,8727.0,愛媛県,接種者数
2022-07-25,35572.0,愛知県,接種者数
2022-07-25,9364.0,新潟県,接種者数
2022-07-25,62133.0,東京都,接種者数
2022-07-25,10349.0,栃木県,接種者数
2022-07-25,3966.0,沖縄県,接種者数
2022-07-25,6548.0,滋賀県,接種者数
2022-07-25,9721.0,熊本県,接種者数
2022-07-25,5287.0,石川県,接種者数
2022-07-25,48934.0,神奈川県,接種者数
2022-07-25,3416.0,福井県,接種者数
2022-07-25,21954.0,福岡県,接種者数
2022-07-25,10721.0,福島県,接種者数
2022-07-25,2547.0,秋田県,接種者数
2022-07-25,11406.0,群馬県,接種者数
2022-07-25,17448.0,茨城県,接種者数
2022-07-25,5860.0,長崎県,接種者数
2022-07-25,12116.0,長野県,接種者数
2022-07-25,6786.0,青森県,接種者数
2022-07-25,16267.0,静岡県,接種者数
2022-07-25,4235.0,香川県,接種者数
2022-07-25,3246.0,高知県,接種者数
2022-07-25,2385.0,鳥取県,接種者数
2022-07-25,8402.0,鹿児島県,接種者数
2022-07-26,8934.0,三重県,接種者数
2022-07-26,11939.0,京都府,接種者数
2022-07-26,4937.0,佐賀県,接種者数
2022-07-26,27493.0,兵庫県,接種者数
2022-07-26,34242.0,北海道,接種者数
2022-07-26,34391.0,千葉県,接種者数
2022-07-26,5118.0,和歌山県,接種者数
2022-07-26,41508.0,埼玉県,接種者数
2022-07-26,7811.0,大分県,接種者数
2022-07-26,44321.0,大阪府,接種者数
2022-07-26,7691.0,奈良県,接種者数
2022-07-26,14351.0,宮城県,接種者数
2022-07-26,6187.0,宮崎県,接種者数
2022-07-26,6552.0,富山県,接種者数
2022-07-26,9024.0,山口県,接種者数
2022-07-26,5388.0,山形県,接種者数
2022-07-26,4222.0,山梨県,接種者数
2022-07-26,11134.0,岐阜県,接種者数
2022-07-26,10759.0,岡山県,接種者数
2022-07-26,8813.0,岩手県,接種者数
2022-07-26,3468.0,島根県,接種者数
2022-07-26,14062.0,広島県,接種者数
2022-07-26,4599.0,徳島県,接種者数
2022-07-26,9048.0,愛媛県,接種者数
2022-07-26,36373.0,愛知県,接種者数
2022-07-26,10666.0,新潟県,接種者数
2022-07-26,69948.0,東京都,接種者数
2022-07-26,11356.0,栃木県,接種者数
2022-07-26,4238.0,沖縄県,接種者数
2022-07-26,6388.0,滋賀県,接種者数
2022-07-26,11961.0,熊本県,接種者数
2022-07-26,5548.0,石川県,接種者数
2022-07-26,50120.0,神奈川県,接種者数
2022-07-26,4152.0,福井県,接種者数
2022-07-26,27642.0,福岡県,接種者数
2022-07-26,10109.0,福島県,接種者数
2022-07-26,3066.0,秋田県,接種者数
2022-07-26,12175.0,群馬県,接種者数
2022-07-26,17043.0,茨城県,接種者数
2022-07-26,7189.0,長崎県,接種者数
2022-07-26,13779.0,長野県,接種者数
2022-07-26,7307.0,青森県,接種者数
2022-07-26,17844.0,静岡県,接種者数
2022-07-26,5427.0,香川県,接種者数
2022-07-26,3489.0,高知県,接種者数
2022-07-26,2315.0,鳥取県,接種者数
2022-07-26,9618.0,鹿児島県,接種者数
2022-07-27,7662.0,三重県,接種者数
2022-07-27,11984.0,京都府,接種者数
2022-07-27,4100.0,佐賀県,接種者数
2022-07-27,28013.0,兵庫県,接種者数
2022-07-27,31080.0,北海道,接種者数
2022-07-27,33446.0,千葉県,接種者数
2022-07-27,5131.0,和歌山県,接種者数
2022-07-27,36818.0,埼玉県,接種者数
2022-07-27,6663.0,大分県,接種者数
2022-07-27,41065.0,大阪府,接種者数
2022-07-27,6551.0,奈良県,接種者数
2022-07-27,11617.0,宮城県,接種者数
2022-07-27,5599.0,宮崎県,接種者数
2022-07-27,6071.0,富山県,接種者数
2022-07-27,9210.0,山口県,接種者数
2022-07-27,4929.0,山形県,接種者数
2022-07-27,3463.0,山梨県,接種者数
2022-07-27,13816.0,岐阜県,接種者数
2022-07-27,9745.0,岡山県,接種者数
2022-07-27,6694.0,岩手県,接種者数
2022-07-27,3051.0,島根県,接種者数
2022-07-27,15082.0,広島県,接種者数
2022-07-27,4548.0,徳島県,接種者数
2022-07-27,8477.0,愛媛県,接種者数
2022-07-27,32468.0,愛知県,接種者数
2022-07-27,9898.0,新潟県,接種者数
2022-07-27,70435.0,東京都,接種者数
2022-07-27,10062.0,栃木県,接種者数
2022-07-27,5357.0,沖縄県,接種者数
2022-07-27,6231.0,滋賀県,接種者数
2022-07-27,10964.0,熊本県,接種者数
2022-07-27,5959.0,石川県,接種者数
2022-07-27,50037.0,神奈川県,接種者数
2022-07-27,3661.0,福井県,接種者数
2022-07-27,27007.0,福岡県,接種者数
2022-07-27,9939.0,福島県,接種者数
2022-07-27,3609.0,秋田県,接種者数
2022-07-27,9731.0,群馬県,接種者数
2022-07-27,15764.0,茨城県,接種者数
2022-07-27,8075.0,長崎県,接種者数
2022-07-27,11277.0,長野県,接種者数
2022-07-27,7589.0,青森県,接種者数
2022-07-27,19419.0,静岡県,接種者数
2022-07-27,4669.0,香川県,接種者数
2022-07-27,3173.0,高知県,接種者数
2022-07-27,2914.0,鳥取県,接種者数
2022-07-27,9238.0,鹿児島県,接種者数
2022-07-28,6987.0,三重県,接種者数
2022-07-28,10584.0,京都府,接種者数
2022-07-28,5017.0,佐賀県,接種者数
2022-07-28,27290.0,兵庫県,接種者数
2022-07-28,32164.0,北海道,接種者数
2022-07-28,32308.0,千葉県,接種者数
2022-07-28,3715.0,和歌山県,接種者数
2022-07-28,34851.0,埼玉県,接種者数
2022-07-28,5666.0,大分県,接種者数
2022-07-28,38883.0,大阪府,接種者数
2022-07-28,7062.0,奈良県,接種者数
2022-07-28,13385.0,宮城県,接種者数
2022-07-28,5754.0,宮崎県,接種者数
2022-07-28,5602.0,富山県,接種者数
2022-07-28,7932.0,山口県,接種者数
2022-07-28,5640.0,山形県,接種者数
2022-07-28,3633.0,山梨県,接種者数
2022-07-28,12467.0,岐阜県,接種者数
2022-07-28,8984.0,岡山県,接種者数
