年,区名,当落,得票数,氏名,よみ,年齢,性別,党派,新旧,主な肩書き,得票率%,略称党名,党順序,自治体コード
2011,渋谷,当,1673.898,小林　崇央,こばやし　たかひろ,40,男,みんな,現,渋谷区議会議員,2.472,諸派,99,131130
2011,渋谷,当,1135,小柳　政也,こやなぎ　まさや,44,男,みんな,新,政党支部役員,1.676,諸派,99,131130
2015,渋谷,当,2340,藤井　敬夫,ふじい　たかお,48,男,自民,新,会社員,3.201,自民,1,131130
2015,渋谷,当,2209.792,斎藤　竜一,さいとう　りゅういち,54,男,自民,現,渋谷区議会議員,3.023,自民,1,131130
2015,渋谷,当,2055,下嶋　倫朗,しもじま　みちお,63,男,自民,現,渋谷区議会議員,2.811,自民,1,131130
2015,渋谷,当,1913,丸山　高司,まるやま　たかし,57,男,自民,現,渋谷区議会議員,2.617,自民,1,131130
2015,渋谷,当,1871,佐藤　真理,さとう　まり,63,女,自民,現,渋谷区議会議員,2.559,自民,1,131130
2015,渋谷,当,1743,前田　和茂,まえだ　　かずしげ,45,男,自民,現,渋谷区議会議員,2.384,自民,1,131130
2015,渋谷,当,1487.206,斉藤　貴之,さいとう　たかゆき,39,男,自民,新,不動産会社経営,2.034,自民,1,131130
2015,渋谷,当,1454,木村　正義,きむら　まさよし,72,男,自民,現,渋谷区議会議員,1.989,自民,1,131130
2015,渋谷,当,1351,一柳　直宏,ひとつやなぎ　なおひろ,52,男,自民,新,衆議院議員秘書,1.848,自民,1,131130
2015,渋谷,当,1300,染谷　賢治,そめや　けんじ,80,男,自民,現,団体役員,1.778,自民,1,131130
2015,渋谷,落,929,原田　浩太郎,はらだ　ひろたろう,42,男,自民,新,会社役員,1.271,自民,1,131130
2015,渋谷,落,724,桜井　卓,さくらい　たく,36,男,自民,新,会社役員,0.99,自民,1,131130
2015,渋谷,落,348,牧野　憲賢,まきの　のりかた,45,男,自民,新,会社役員,0.476,自民,1,131130
2011,渋谷,当,3559,丸山　高司,まるやま　たかし,53,男,自民,現,渋谷区議会議員,5.256,自民,1,131130
2011,渋谷,当,2150,染谷　賢治,そめや　けんじ,76,男,自民,現,団体役員,3.175,自民,1,131130
2011,渋谷,当,1665.38,斎藤　竜一,さいとう　りゅういち,50,男,自民,現,区議会議員,2.46,自民,1,131130
2011,渋谷,当,1653,下嶋　倫朗,しもじま　みちお,59,男,自民,現,区議会議員,2.441,自民,1,131130
2011,渋谷,当,1646,前田　和茂,まえだ　かずしげ,41,男,自民,現,区議会議員,2.431,自民,1,131130
2011,渋谷,当,1561,木村　正義,きむら　まさよし,68,男,自民,現,区議会議員,2.305,自民,1,131130
2011,渋谷,当,1455.455,佐藤　真理,さとう　まり,59,女,自民,現,区議会議員,2.15,自民,1,131130
2011,渋谷,落,1134,松岡　定俊,まつおか　さだとし,56,男,自民,現,区議会議員,1.675,自民,1,131130
2011,渋谷,落,1128,中谷　琢也,なかたに　たくや,49,男,自民,現,区議会議員,1.666,自民,1,131130
2011,渋谷,落,1081.58,小林　清光,こばやし　きよみつ,62,男,自民,現,渋谷区議会議員,1.597,自民,1,131130
2011,渋谷,落,683.619,斎藤　貴之,さいとう　たかゆき,35,男,自民,新,不動産会社経営,1.01,自民,1,131130
2019,渋谷,当,2145,松本　翔,,33,男,自民,新,,2.908,自民,1,131130
2019,渋谷,当,2026,一柳　直宏,,56,男,自民,現,,2.746,自民,1,131130
2019,渋谷,当,1977,木村　正義,,76,男,自民,現,,2.68,自民,1,131130
2019,渋谷,当,1911,丸山　高司,,61,男,自民,現,,2.591,自民,1,131130
2019,渋谷,当,1534.707,斎藤　竜一,,58,男,自民,現,,2.08,自民,1,131130
2019,渋谷,当,1335,下嶋　倫朗,,67,男,自民,現,,1.81,自民,1,131130
2019,渋谷,当,1187.371,中村　豪志,,42,男,自民,新,,1.61,自民,1,131130
2019,渋谷,当,1162.292,斉藤　貴之,,43,男,自民,現,,1.576,自民,1,131130
2019,渋谷,当,1139,岡美　千瑠,,40,女,自民,新,,1.544,自民,1,131130
2019,渋谷,落,1079,藤井　敬夫,,52,男,自民,現,,1.463,自民,1,131130
2019,渋谷,落,1076,釜谷　あすり,,26,女,自民,新,,1.459,自民,1,131130
2019,渋谷,落,869,青木　勲,,43,男,自民,新,,1.178,自民,1,131130
2015,渋谷,当,2750,五十嵐　千代子,いがらし　ちよこ,61,女,共産,現,渋谷区議会議員,3.762,共産,5,131130
2015,渋谷,当,1937,田中　正也,たなか　まさや,53,男,共産,現,渋谷区議会議員,2.65,共産,5,131130
2015,渋谷,当,1575,秋元　英之,あきもと　ひでゆき,46,男,共産,新,政党役員,2.155,共産,5,131130
2015,渋谷,当,1529,牛尾　真己,うしお　まさみ,57,男,共産,現,渋谷区議会議員,2.092,共産,5,131130
2015,渋谷,当,1454,苫　孝二,とま　こうじ,64,男,共産,現,渋谷区議会議員,1.989,共産,5,131130
2015,渋谷,当,1371,菅野　茂,すがの　しげる,67,男,共産,現,渋谷区議会議員,1.875,共産,5,131130
2011,渋谷,当,1632,五十嵐　千代子,いがらし　ちよこ,57,女,共産,現,政党役員,2.41,共産,5,131130
2011,渋谷,当,1487,田中　正也,たなか　まさや,49,男,共産,新,政党役員,2.196,共産,5,131130
2011,渋谷,当,1464,菅野　茂,すがの　しげる,63,男,共産,現,政党役員,2.162,共産,5,131130
2011,渋谷,当,1381,苫　孝二,とま　こうじ,60,男,共産,現,渋谷区議会議員,2.04,共産,5,131130
2011,渋谷,当,1350,新保　久美子,しんぽ　くみこ,62,女,共産,現,渋谷区議会議員,1.994,共産,5,131130
2011,渋谷,当,1318,牛尾　真己,うしお　まさみ,53,男,共産,現,渋谷区議会議員,1.947,共産,5,131130
2019,渋谷,当,1774,五十嵐　千代子,,65,女,共産,現,,2.405,共産,5,131130
2019,渋谷,当,1555.836,田中　正也,,57,男,共産,現,,2.109,共産,5,131130
2019,渋谷,当,1536,牛尾　真己,,61,男,共産,現,,2.082,共産,5,131130
2019,渋谷,当,1118,苫　孝二,,68,男,共産,現,,1.516,共産,5,131130
2019,渋谷,落,1044,菅野　茂,,71,男,共産,現,,1.415,共産,5,131130
2019,渋谷,落,976,折笠　裕治,,61,男,共産,新,,1.323,共産,5,131130
2015,渋谷,当,2482,鈴木　建邦,すずき　けんぽう,40,男,民主,現,渋谷区議会議員,3.395,民主,80,131130
2015,渋谷,当,2057,芦沢　一明,あしざわ　かずあき,50,男,民主,現,渋谷区議会議員,2.814,民主,80,131130
2015,渋谷,当,1902,吉田　佳代子,よしだ　かよこ,52,女,民主,現,渋谷区議会議員,2.602,民主,80,131130
2015,渋谷,当,1898,治田　学,はるた　まなぶ,44,男,民主,現,渋谷区議会議員,2.596,民主,80,131130
2015,渋谷,落,990,太田　哲郎,おおた　てつろう,26,男,民主,新,会社員,1.354,民主,80,131130
2011,渋谷,当,1739.544,岡田　麻理,おかだ　まり,43,女,民主,現,渋谷区議会議員,2.569,民主,80,131130
2011,渋谷,当,1690,吉田　佳代子,よしだ　かよこ,48,女,民主,現,区議会議員,2.496,民主,80,131130
2011,渋谷,当,1445,鈴木　建邦,すずき　けんぽう,36,男,民主,現,区議会議員,2.134,民主,80,131130
2011,渋谷,当,1237,治田　学,はるた　まなぶ,40,男,民主,新,無職,1.827,民主,80,131130
2011,渋谷,当,1223,芦沢　一明,あしざわ　かずあき,46,男,民主,現,渋谷区議会議員,1.806,民主,80,131130
2011,渋谷,当,1206,浜田　浩樹,はまだ　ひろき,33,男,民主,現,会社員,1.781,民主,80,131130
2011,渋谷,当,1161,佐々木　弘明,ささき　ひろあき,48,男,民主,新,政党役員,1.715,民主,80,131130
2011,渋谷,落,971.521,小林　真美子,こばやし　まみこ,33,女,民主,新,オペラ歌手,1.435,民主,80,131130
2011,渋谷,落,677,岩崎　保夫,いわさき　やすお,56,男,民主,現,渋谷区議会議員,1,民主,80,131130
2015,渋谷,当,1560,栗谷　順彦,くりや　よしひこ,58,男,公明,現,渋谷区議会議員,2.134,公明,4,131130
2015,渋谷,当,1551,沢島　英隆,さわしま　ひでたか,52,男,公明,現,渋谷区議会議員,2.122,公明,4,131130
2015,渋谷,当,1515,古川　斗記男,ふるかわ　ときお,61,男,公明,現,渋谷区議会議員,2.072,公明,4,131130
2015,渋谷,当,1412,近藤　順子,こんどう　じゅんこ,47,女,公明,新,無職,1.932,公明,4,131130
2015,渋谷,当,1261,久永　薫,ひさなが　かおる,52,女,公明,現,渋谷区議会議員,1.725,公明,4,131130
2015,渋谷,当,1201,松山　克幸,まつやま　かつゆき,55,男,公明,新,イラストレーター,1.643,公明,4,131130
2011,渋谷,当,1755,沢島　英隆,さわしま　ひでたか,48,男,公明,現,区議会議員,2.592,公明,4,131130
2011,渋谷,当,1563,植野　修,うえの　おさむ,61,男,公明,現,区議会議員,2.308,公明,4,131130
2011,渋谷,当,1559,広瀬　誠,ひろせ　まこと,61,男,公明,現,渋谷区議会議員,2.303,公明,4,131130
2011,渋谷,当,1449,栗谷　順彦,くりや　よしひこ,54,男,公明,現,区議会議員,2.14,公明,4,131130
2011,渋谷,当,1443,古川　斗記男,ふるかわ　ときお,57,男,公明,現,渋谷区議会議員,2.131,公明,4,131130
2011,渋谷,当,1403,久永　薫,ひさなが　かおる,48,女,公明,新,無職,2.072,公明,4,131130
2019,渋谷,当,1656,松山　克幸,,59,男,公明,現,,2.245,公明,4,131130
2019,渋谷,当,1612,久永　薫,,56,女,公明,現,,2.185,公明,4,131130
2019,渋谷,当,1574,近藤　順子,,51,女,公明,現,,2.134,公明,4,131130
2019,渋谷,当,1524,栗谷　順彦,,62,男,公明,現,,2.066,公明,4,131130
2019,渋谷,当,1489,沢島　英隆,,56,男,公明,現,,2.019,公明,4,131130
2015,渋谷,落,1191,大西　順子,おおにし　じゅんこ,49,女,維新,新,会社監査役,1.629,維新,3,131130
2015,渋谷,落,883,橘高　薫子,きったか　かおるこ,45,女,維新,新,特定非営利活動法人理事,1.208,維新,3,131130
2015,渋谷,落,604,小嶋　秀治,こじま　ひではる,52,男,次世代,新,報道カメラマン会社経営,0.826,諸派,99,131130
2019,渋谷,落,214.122,守田　有希生,,31,男,幸福実現党,新,,0.29,諸派,99,131130
2015,渋谷,当,1887,堀切　稔仁,ほりきり　ねんじん,46,男,渋谷オンブズマン,現,渋谷区議会議員,2.581,諸派,99,131130
2011,渋谷,当,1424,堀切　稔仁,ほりきり　ねんじん,42,男,渋谷オンブズマン,新,自営業,2.103,諸派,99,131130
2015,渋谷,当,1233,田中　匠身,たなか　たくみ,46,男,元気,新,会社役員,1.687,諸派,99,131130
2019,渋谷,当,3340,中田　喬士,,29,男,立憲,新,,4.528,立憲,2,131130
2019,渋谷,当,2694,吉田　佳代子,,56,女,立憲,現,,3.652,立憲,2,131130
2019,渋谷,当,2005,小田　浩美,,53,女,立憲,新,,2.718,立憲,2,131130
2019,渋谷,当,1716,治田　学,,48,男,立憲,現,,2.326,立憲,2,131130
2019,渋谷,当,1428,金子　快之,,48,男,NHKから国民を守る党,新,,1.936,NHK,9,131130
2019,渋谷,落,603,浜田　浩樹,,41,男,国民,元,,0.817,国民,6,131130
2019,渋谷,当,2376,橋本　侑樹,,26,女,あたらしい党,新,,3.221,諸派,99,131130
2019,渋谷,当,1631,堀切　稔仁,,50,男,渋谷オンブスマン,現,,2.211,諸派,99,131130
2019,渋谷,落,288,新庄　美鈴,,58,女,自由を守る会,新,,0.39,諸派,99,131130
2015,中央,当,3736,山本　理恵,やまもと　りえ,35,女,無所属,現,中央区議会議員,7.43,無所属,11,131024
2015,中央,当,2039,石島　秀起,いしじま　ひでき,55,男,無所属,元,不動産賃貸業,4.055,無所属,11,131024
2015,中央,当,1755,小坂　和輝,こさか　かずき,48,男,無所属,元,小児科医師,3.49,無所属,11,131024
2015,中央,当,1076.456,田中　耕太郎,たなか　こうたろう,37,男,無所属,現,中央区議会議員,2.141,無所属,11,131024
2015,中央,当,964.008,渡部　恵子,わたなべ　けいこ,50,女,無所属,現,中央区議会議員,1.917,無所属,11,131024
2015,中央,当,946.991,渡部　博年,わたなべ　ひろとし,53,男,無所属,現,中央区議会議員,1.883,無所属,11,131024
2015,中央,当,830,富永　一,とみなが　はじめ,47,男,無所属,現,中央区議会議員,1.651,無所属,11,131024
2015,中央,落,726,増渕　一孝,ますぶち　かずたか,69,男,無所属,現,中央区議会議員,1.444,無所属,11,131024
2015,中央,落,666,太田　太,おおた　ふとし,43,男,無所属,新,運送業,1.324,無所属,11,131024
2015,中央,落,642,梶川　康二,かじかわ　やすじ,48,男,無所属,新,政治団体代表,1.277,無所属,11,131024
2015,中央,落,602,増田　光辰,ますだ　みつよし,50,男,無所属,新,印刷業経営,1.197,無所属,11,131024
2015,中央,落,594.362,田中　ゆうか,たなか　ゆうか,48,女,無所属,新,会社経営,1.182,無所属,11,131024
2015,中央,落,500,白須　夏,しらす　なつ,48,女,無所属,新,無職,0.994,無所属,11,131024
2015,中央,落,442,湯川　悟史,ゆかわ　さとし,30,男,無所属,新,会社員,0.879,無所属,11,131024
2015,中央,落,309,宮本　晃司,みやもと　こうじ,35,男,無所属,新,会社役員,0.615,無所属,11,131024
2015,中央,落,258,松浦　建二,まつうら　けんじ,47,男,無所属,新,ファイナンシャルプランナー,0.513,無所属,11,131024
2015,中央,落,255,川口　修一郎,かわぐち　しゅういちろう,49,男,無所属,新,介護福祉士,0.507,無所属,11,131024
2015,中央,落,142,大日野　秀行,おおひの　ひでゆき,58,男,無所属,新,会社員,0.282,無所属,11,131024
2015,中央,落,117,木下　純一,きのした　じゅんいち,65,男,無所属,新,税理士,0.233,無所属,11,131024
2015,中央,落,87,西村　博隆,にしむら　ひろたか,52,男,無所属,新,不動産会社経営,0.173,無所属,11,131024
2015,中央,落,71,児玉　真吾,こだま　しんご,50,男,無所属,新,会社役員,0.141,無所属,11,131024
2015,中央,落,53,大槙　邦親,おおまき　くにちか,83,男,無所属,新,会社役員,0.105,無所属,11,131024
2015,中央,落,40,新井　勝矢,あらい　かつや,47,男,無所属,新,学習塾講師,0.08,無所属,11,131024
2011,中央,当,2112,石島　秀起,いしじま　ひでき,51,男,無所属,現,中央区議会議員,4.733,無所属,11,131024
2011,中央,当,1326,高橋　伸治,たかはし　しんじ,56,男,無所属,現,会社役員,2.971,無所属,11,131024
2011,中央,当,1260.131,渡部　恵子,わたなべ　けいこ,46,女,無所属,新,水産仲卸業,2.824,無所属,11,131024
2011,中央,当,966.868,渡部　博年,わたなべ　ひろとし,49,男,無所属,現,中央区議会議員,2.167,無所属,11,131024
2011,中央,落,750.419,田中　ゆうか,たなか　ゆうか,44,女,無所属,新,無職,1.682,無所属,11,131024
2011,中央,落,382,武田　恭宏,たけだ　やすひろ,53,男,無所属,新,会社非常勤顧問,0.856,無所属,11,131024
2011,中央,落,295,宮本　晃司,みやもと　こうじ,31,男,無所属,新,無職,0.661,無所属,11,131024
2011,中央,落,253,朴沢　重雄,ほおざわ　しげお,60,男,無所属,新,レンタルビデオ店経営,0.567,無所属,11,131024
2011,中央,落,230,,,39,男,無所属,新,無職,0.515,無所属,11,131024
2011,中央,落,163,武石　淳,たけいし　すなお,63,男,無所属,新,NPO法人理事,0.365,無所属,11,131024
2019,中央,当,4088,山本　理恵,,39,女,無所属,現,,6.998,無所属,11,131024
2019,中央,当,2511,小坂　和輝,,52,男,無所属,現,,4.298,無所属,11,131024
2019,中央,当,2121,青木　佳乃,,57,女,無所属,現,,3.631,無所属,11,131024
2019,中央,当,1180.969,渡部　博年,,57,男,無所属,現,,2.022,無所属,11,131024
2019,中央,当,1140,原田　賢一,,71,男,無所属,現,,1.951,無所属,11,131024
2019,中央,落,985,穂積　勇起,,37,男,無所属,新,,1.686,無所属,11,131024
2019,中央,落,865,宇佐美　圭吾,,30,男,無所属,新,,1.481,無所属,11,131024
2019,中央,落,762,河島　美里,,39,女,無所属,新,,1.304,無所属,11,131024
2019,中央,落,658,松川　剛之,,43,男,無所属,現,,1.126,無所属,11,131024
2019,中央,落,273,高木　亮,,43,男,無所属,新,,0.467,無所属,11,131024
2019,中央,落,64,菅原　優,,68,男,無所属,新,,0.11,無所属,11,131024
2011,中央,当,2307,河井　志帆,かわい　しほ,34,女,みんな,新,無職,5.17,諸派,99,131024
2011,中央,当,1930.652,田中　耕太郎,たなか　こうたろう,33,男,みんな,現,中央区議会議員,4.326,諸派,99,131024
2011,中央,当,1427,山本　理恵,やまもと　りえ,31,女,みんな,新,無職,3.198,諸派,99,131024
2011,中央,当,1425,青木　佳乃,あおき　かの,49,女,みんな,新,英語講師,3.193,諸派,99,131024
2019,中央,落,270,前田　利行,,46,男,みんな,新,,0.462,諸派,99,131024
2015,中央,当,1928,押田　満理子,おしだ　まりこ,69,女,自民,現,中央区議会議員,3.834,自民,1,131024
2015,中央,当,1780,木村　克一,きむら　かついち,57,男,自民,現,会社役員,3.54,自民,1,131024
2015,中央,当,1670,礒野　忠,いその　ただし,53,男,自民,現,中央区議会議員,3.321,自民,1,131024
2015,中央,当,1528,瓜生　正高,うりう　まさたか,37,男,自民,現,中央区議会議員,3.039,自民,1,131024
2015,中央,当,1405,鈴木　久雄,すずき　ひさお,73,男,自民,現,中央区議会議員,2.794,自民,1,131024
2015,中央,当,1371.496,中嶋　寛明,なかじま　ひろあき,67,男,自民,現,中央区議会議員,2.727,自民,1,131024
2015,中央,当,1229,佐藤　敦子,さとう　あつこ,42,女,自民,新,無職,2.444,自民,1,131024
2015,中央,当,1220,石田　英朗,いしだ　ひでお,68,男,自民,現,中央区議会議員,2.426,自民,1,131024
2015,中央,当,1220,原田　賢一,はらだ　けんいち,67,男,自民,現,中央区議会議員,2.426,自民,1,131024
2015,中央,当,997,塚田　秀伸,つかだ　ひでのぶ,49,男,自民,新,商業デザイナー,1.983,自民,1,131024
2015,中央,当,938,海老原　崇智,えびはら　たかさと,37,男,自民,新,不動産経営,1.865,自民,1,131024
2015,中央,当,818,染谷　真人,そめや　まこと,54,男,自民,現,中央区議会議員,1.627,自民,1,131024
2015,中央,落,777,鷲頭　隆史,わしず　たかし,72,男,自民,元,広告・マーケティングコンサルタント,1.545,自民,1,131024
2011,中央,当,1630,礒野　忠,いその　ただし,49,男,自民,現,中央区議会議員,3.653,自民,1,131024
2011,中央,当,1537,鈴木　久雄,すずき　ひさお,69,男,自民,現,中央区議会議員,3.444,自民,1,131024
2011,中央,当,1432,瓜生　正高,うりう　まさたか,33,男,自民,新,政党支部役員,3.209,自民,1,131024
2011,中央,当,1411,木村　克一,きむら　かついち,53,男,自民,現,会社役員,3.162,自民,1,131024
2011,中央,当,1261,押田　満理子,おしだ　まりこ,65,女,自民,現,中央区議会議員,2.826,自民,1,131024
2011,中央,当,1211,今野　弘美,こんの　ひろみ,51,男,自民,現,中央区議会議員,2.714,自民,1,131024
2011,中央,当,1133.55,中嶋　寛明,なかじま　ひろあき,63,男,自民,現,中央区議会議員,2.54,自民,1,131024
2011,中央,当,1117,富永　一,とみなが　はじめ,43,男,自民,新,会社役員,2.503,自民,1,131024
2011,中央,当,1091,原田　賢一,はらだ　けんいち,63,男,自民,現,中央区議会議員,2.445,自民,1,131024
2011,中央,当,1074,染谷　真人,そめや　まこと,50,男,自民,新,会社役員,2.407,自民,1,131024
2011,中央,当,839,石田　英朗,いしだ　ひでお,64,男,自民,現,中央区議会議員,1.88,自民,1,131024
2011,中央,当,835,増渕　一孝,ますぶち　かずたか,65,男,自民,現,中央区議会議員,1.871,自民,1,131024
2011,中央,落,799,鷲頭　隆史,わしず　たかし,68,男,自民,現,中央区議会議員,1.79,自民,1,131024
2011,中央,落,625,佐藤　道子,さとう　みちこ,41,女,自民,新,歯科医師,1.401,自民,1,131024
2019,中央,当,1890,礒野　忠,,57,男,自民,現,,3.235,自民,1,131024
2019,中央,当,1881,太田　太,,47,男,自民,新,,3.22,自民,1,131024
2019,中央,当,1842.667,田中　耕太郎,,41,男,自民,現,,3.154,自民,1,131024
2019,中央,当,1834,瓜生　正高,,41,男,自民,現,,3.139,自民,1,131024
2019,中央,当,1586,神谷　俊宏,,37,男,自民,新,,2.715,自民,1,131024
2019,中央,当,1525,押田　満理子,,73,女,自民,現,,2.61,自民,1,131024
2019,中央,当,1454,竹内　幸美,,47,女,自民,新,,2.489,自民,1,131024
2019,中央,当,1444,佐藤　敦子,,46,女,自民,現,,2.472,自民,1,131024
2019,中央,当,1372,木村　克一,,61,男,自民,現,,2.349,自民,1,131024
2019,中央,当,1309,海老原　祟智,,41,男,自民,現,,2.241,自民,1,131024
2019,中央,当,1176,富永　一,,51,男,自民,現,,2.013,自民,1,131024
2019,中央,当,1160,中嶋　寛明,,71,男,自民,現,,1.986,自民,1,131024
2019,中央,当,1062,塚田　秀伸,,53,男,自民,現,,1.818,自民,1,131024
2019,中央,落,1035.68,石田　英朗,,72,男,自民,現,,1.773,自民,1,131024
2019,中央,落,876,染谷　真人,,58,男,自民,現,,1.5,自民,1,131024
2015,中央,当,1555,奥村　暁子,おくむら　あきこ,42,女,共産,現,中央区議会議員,3.092,共産,5,131024
2015,中央,当,1468,小栗　智恵子,おぐり　ちえこ,59,女,共産,現,中央区議会議員,2.919,共産,5,131024
2015,中央,当,1137,志村　孝美,しむら　たかよし,61,男,共産,現,中央区議会議員,2.261,共産,5,131024
2015,中央,当,965,加藤　博司,かとう　ひろし,64,男,共産,現,中央区議会議員,1.919,共産,5,131024
2011,中央,当,1138,奥村　暁子,おくむら　あきこ,38,女,共産,新,政党職員,2.55,共産,5,131024
2011,中央,当,1028,志村　孝美,しむら　たかよし,57,男,共産,現,中央区議会議員,2.304,共産,5,131024
2011,中央,当,990,小栗　智恵子,おぐり　ちえこ,55,女,共産,現,中央区議会議員,2.218,共産,5,131024
2011,中央,当,814,加藤　博司,かとう　ひろし,60,男,共産,新,政党職員,1.824,共産,5,131024
2019,中央,当,1228,小栗　智恵子,,63,女,共産,現,,2.102,共産,5,131024
2019,中央,当,1168,奥村　暁子,,46,女,共産,現,,1.999,共産,5,131024
2019,中央,落,1033,志村　孝美,,65,男,共産,現,,1.768,共産,5,131024
2019,中央,落,699,加藤　博司,,68,男,共産,現,,1.197,共産,5,131024
2015,中央,当,1143,森谷　歩美,もりや　あゆみ,29,女,民主,新,無職,2.273,民主,80,131024
2011,中央,当,1725,守本　利雄,もりもと　としお,61,男,民主,現,中央区議会議員,3.865,民主,80,131024
2015,中央,当,1611.179,田中　広一,たなか　こういち,43,男,公明,現,中央区議会議員,3.204,公明,4,131024
2015,中央,当,1389.503,中島　賢治,なかじま　けんじ,58,男,公明,現,中央区議会議員,2.763,公明,4,131024
2015,中央,当,1144,堀田　弥生,ほった　やよい,48,女,公明,現,中央区議会議員,2.275,公明,4,131024
2015,中央,当,1118,墨谷　浩一,すみや　こういち,52,男,公明,現,中央区議会議員,2.223,公明,4,131024
2011,中央,当,1547.928,田中　広一,たなか　こういち,39,男,公明,現,中央区議会議員,3.469,公明,4,131024
2011,中央,当,1347,植原　恭子,うえはら　やすこ,58,女,公明,現,中央区議会議員,3.018,公明,4,131024
2011,中央,当,1088.449,中島　賢治,なかじま　けんじ,54,男,公明,現,中央区議会議員,2.439,公明,4,131024
2011,中央,当,1058,墨谷　浩一,すみや　こういち,48,男,公明,新,無職,2.371,公明,4,131024
2011,中央,当,1038,堀田　弥生,ほった　やよい,44,女,公明,新,無職,2.326,公明,4,131024
2019,中央,当,1674.332,田中　広一,,47,男,公明,現,,2.866,公明,4,131024
2019,中央,当,1390,堀田　弥生,,52,女,公明,現,,2.379,公明,4,131024
2019,中央,当,1390,中島　賢治,,62,男,公明,現,,2.379,公明,4,131024
2019,中央,当,1248,墨谷　浩一,,56,男,公明,現,,2.136,公明,4,131024
2015,中央,当,2279,青木　佳乃,あおき　かの,53,女,維新,現,中央区議会,4.532,維新,3,131024
2015,中央,当,801,松川　剛之,まつかわ　たけゆき,39,男,維新,新,会社経営,1.593,維新,3,131024
2019,中央,当,1108,白須　夏,,52,女,維新,新,,1.897,維新,3,131024
2015,中央,落,431,国枝　智,くにえだ　さとる,38,男,次世代,新,無職,0.857,諸派,99,131024
2019,中央,落,207,古田　弘樹,,26,男,幸福実現党,新,,0.354,諸派,99,131024
2011,中央,落,812,太田　太,おおた　ふとし,39,男,たち日,新,会社顧問,1.82,諸派,99,131024
2019,中央,当,1686,梶谷　優香,,27,女,立憲,新,,2.886,立憲,2,131024
2019,中央,当,1387,高橋　真規子,,41,女,立憲,新,,2.374,立憲,2,131024
2019,中央,当,1205.03,渡部　恵子,,54,女,立憲,現,,2.063,立憲,2,131024
2019,中央,当,1100,二瓶　文徳,,25,男,NHKから国民を守る党,新,,1.883,NHK,9,131024
2019,中央,落,485.319,石田　太朗,,31,男,国民,新,,0.831,国民,6,131024
2019,中央,当,1074,高橋　元気,,36,男,あたらしい党,新,,1.838,諸派,99,131024
2019,中央,落,458,林　敦,,52,男,あたらしい党,新,,0.784,諸派,99,131024
2015,台東,当,2009,堀越　秀生,ほりこし　ひでお,50,男,無所属,現,,3.012,無所属,11,131067
2015,台東,当,1708,青鹿　公男,あおしか　くにお,46,男,無所属,新,,2.56,無所属,11,131067
2015,台東,当,1377,早川　太郎,はやかわ　たろう,48,男,無所属,現,,2.064,無所属,11,131067
2015,台東,当,1339,冨永　龍司,とみなが　りゅうじ,50,男,無所属,現,,2.007,無所属,11,131067
2015,台東,当,1265,木下　悦希,きのした　えつき,66,男,無所属,現,,1.896,無所属,11,131067
2015,台東,当,1211,田中　伸宏,たなか　のぶひろ,68,男,無所属,現,,1.815,無所属,11,131067
2015,台東,当,1177,君塚　裕史,きみづか　ひろふみ,63,男,無所属,現,,1.764,無所属,11,131067
2015,台東,落,938,中村　謙治郎,なかむら　けんじろう,37,男,無所属,新,,1.406,無所属,11,131067
2015,台東,落,919,東　久仁子,あずま　くにこ,48,女,無所属,現,,1.378,無所属,11,131067
2015,台東,落,650.904,鈴木　一郎,すずき　いちろー,62,男,無所属,元,,0.976,無所属,11,131067
2015,台東,落,601,金沢　秀憲,かなざわ　ひでのり,57,男,無所属,新,,0.901,無所属,11,131067
2015,台東,落,512,霜村　天弘,しもむら　てんこう,38,男,無所属,新,,0.768,無所属,11,131067
2015,台東,落,337,掛川　暁生,かけがわ　あきなり,34,男,無所属,新,,0.505,無所属,11,131067
2011,台東,当,2905,堀越　秀生,ほりこし　ひでお,46,男,無所属,元,無職,4.074,無所属,11,131067
2011,台東,当,2176,早川　太郎,はやかわ　たろう,44,男,無所属,新,ビジネスホテル経営,3.052,無所属,11,131067
2011,台東,当,1779,田中　伸宏,たなか　のぶひろ,64,男,無所属,現,区議会議員,2.495,無所属,11,131067
2011,台東,当,1489,冨永　龍司,とみなが　りゅうじ,46,男,無所属,新,飲食店経営,2.088,無所属,11,131067
2011,台東,当,1415,東　久仁子,あずま　くにこ,44,女,無所属,現,区議会議員,1.985,無所属,11,131067
2011,台東,当,1387,君塚　裕史,きみづか　ひろふみ,59,男,無所属,現,自動車販売修理業,1.945,無所属,11,131067
2011,台東,落,1119,藤平　一雄,ふじひら　かずお,72,男,無所属,現,錺金具工芸製作,1.569,無所属,11,131067
2011,台東,落,526,松本　陽一,まつもと　よういち,56,男,無所属,新,印刷会社社長,0.738,無所属,11,131067
2019,台東,当,4157.021,本目　さよ,ほんめ　さよ,37,女,無所属,現,区議会議員,6.092,無所属,11,131067
2019,台東,当,2240,青鹿　公男,あおしか　くにお,50,男,無所属,現,区議会議員,3.283,無所属,11,131067
2019,台東,当,2097,堀越　秀生,ほりこし　ひでお,53,男,無所属,現,区議会議員,3.073,無所属,11,131067
2019,台東,当,1433,田中　宏篤,たなか　ひろあつ,43,男,無所属,新,会社員,2.1,無所属,11,131067
2019,台東,当,1365.978,早川　太郎,はやかわ　たろう,52,男,無所属,現,区議会議員,2.002,無所属,11,131067
